City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
381,banjar,100,ID,1571197232,73,-7.37,108.54,79.25,5.19
382,antalaha,75,MG,1571197233,79,-14.9,50.28,76.91,13.46
383,kushima,20,JP,1571197233,56,31.5,131.29,73.4,10.29
384,amudat,91,UG,1571197234,65,1.95,34.95,68.45,3.93
385,hami,100,CN,1571197234,40,42.84,93.51,55.67,6.64
386,luanda,79,AO,1571197234,88,-8.83,13.24,76.19,11.54
387,robertsport,41,LR,1571197236,85,6.75,-11.37,79.07,7.87
388,umm lajj,100,SA,1571197236,26,25.02,37.27,84.65,12.35
389,diffa,100,NE,1571197237,52,13.32,12.61,84.83,10.74
390,natal,75,BR,1571197237,83,-5.81,-35.21,78.8,13.87
391,myaundzha,0,RU,1571197238,84,63.05,147.18,10.13,3.17
392,alim,97,CF,1571197238,98,6.02,14.65,63.05,2.75
393,thinadhoo,100,MV,1571197239,75,0.53,72.93,80.15,6.22
394,avera,90,US,1571197240,96,33.19,-82.53,66.2,5.82
395,caravelas,0,BR,1571197240,91,-17.73,-39.27,70.43,7.27
396,xai-xai,0,MZ,1571197241,91,-25.04,33.64,65.39,4.33
397,richards bay,36,ZA,1571197241,84,-28.77,32.06,68.09,5.12
398,metapan,100,SV,1571197241,1,14.33,-89.45,73.0,3.25
399,hobyo,1,SO,1571197242,80,5.35,48.53,78.71,4.06
400,rio grande,100,BR,1571197242,84,-32.03,-52.1,61.25,22.6
401,eldorado,100,BR,1571197243,98,-24.52,-48.11,65.39,2.97
402,fortuna,1,US,1571197243,93,40.6,-124.16,52.0,3.36
403,hambantota,90,LK,1571197243,100,6.12,81.12,78.8,4.7
404,manavalakurichi,75,IN,1571197245,79,8.13,77.3,84.2,4.7
405,poquoson,1,US,1571197246,87,37.12,-76.35,66.0,8.54
406,port pirie,99,AU,1571197246,55,-33.18,138.01,64.4,20.8
407,yumen,59,CN,1571197247,33,40.29,97.04,54.23,16.68
408,ibipeba,55,BR,1571197247,78,-11.64,-42.01,68.45,10.93
409,lasa,20,CY,1571197247,72,34.92,32.53,77.0,5.82
410,kamenka,0,MD,1571197247,93,48.03,28.7,45.0,5.61
411,praia da vitoria,40,PT,1571197248,83,38.73,-27.07,71.6,26.73
412,mathathane,98,BW,1571197248,75,-22.27,28.75,66.83,18.36
413,kaspiyskiy,0,RU,1571197248,96,45.39,47.37,54.23,0.75
414,talnakh,75,RU,1571197249,85,69.49,88.39,17.6,22.37
415,perth,0,AU,1571197250,32,-31.95,115.86,68.0,9.17
416,stuttgart,78,DE,1571197250,87,48.78,9.18,54.0,8.05
417,goderich,100,CA,1571197250,77,43.74,-81.71,54.0,19.96
418,seydi,100,NE,1571197250,41,13.34,7.75,83.21,8.13
419,ban phai,40,TH,1571197251,62,16.55,102.46,86.0,13.87
420,mubi,100,NG,1571197252,90,10.27,13.26,69.53,2.15
421,abu samrah,1,SY,1571197252,37,35.3,37.18,70.97,5.29
422,natchitoches,1,US,1571197252,100,31.76,-93.09,73.4,3.93
423,fenoarivo,75,MG,1571197253,87,-18.93,47.44,60.8,6.93
424,praia,0,BR,1571197253,43,-20.25,-43.81,73.4,6.93
425,general pico,100,AR,1571197254,90,-35.66,-63.75,45.95,8.14
426,habiganj,75,BD,1571197254,88,24.38,91.42,80.6,3.36
427,tiksi,99,RU,1571197254,87,71.64,128.87,17.15,6.62
428,zhigalovo,44,RU,1571197255,51,54.81,105.15,40.91,2.88
429,dicabisagan,0,PH,1571197255,81,17.08,122.42,79.97,11.51
430,alofi,40,NU,1571197256,74,-19.06,-169.92,82.4,11.41
431,ust-kulom,81,RU,1571197257,91,61.69,53.69,31.01,8.48
432,unai,0,BR,1571197258,32,-16.36,-46.91,74.57,5.42
433,villarrica,21,CL,1571197258,77,-39.28,-72.23,48.0,2.96
434,lapua,75,FI,1571197259,100,62.97,23.01,37.99,4.7
435,dali,98,CN,1571197259,75,34.79,109.94,53.15,9.12
436,tomatlan,86,MX,1571197260,98,19.93,-105.25,74.93,0.68
437,kholtoson,100,RU,1571197260,39,50.3,103.31,40.19,0.9
438,bonavista,100,CA,1571197261,86,48.65,-53.11,46.99,3.0
439,santa rosa,99,AR,1571197261,82,-36.62,-64.29,44.69,8.0
440,anaco,0,VE,1571197262,93,9.43,-64.46,72.95,3.22
441,vezirkopru,0,TR,1571197262,43,41.14,35.45,46.4,1.64
442,ostrovnoy,84,RU,1571197263,89,68.05,39.51,28.85,6.88
443,poum,0,MK,1571197263,87,41.28,20.71,50.27,1.56
444,ayan,0,IR,1571197263,53,38.23,44.7,39.11,1.25
445,kargasok,100,RU,1571197264,85,59.06,80.87,42.17,12.56
446,dikson,100,RU,1571197264,86,73.51,80.55,28.67,17.26
447,tutoia,69,BR,1571197264,90,-2.76,-42.27,74.21,5.43
448,trujillo,62,VE,1571197265,87,9.37,-70.44,68.99,4.48
449,owando,23,CG,1571197266,99,-0.49,15.91,67.73,1.19
450,suntar,100,RU,1571197266,92,62.16,117.65,38.39,7.37
451,cayenne,42,GF,1571197266,94,4.94,-52.33,75.2,5.87
452,ishigaki,20,JP,1571197267,65,24.34,124.16,82.4,20.8
453,ferme-neuve,100,CA,1571197267,89,46.7,-75.45,41.99,2.99
454,ligayan,72,PH,1571197268,66,4.65,119.47,84.11,4.66
455,neiafu,40,TO,1571197269,78,-18.65,-173.98,82.4,6.93
456,mount gambier,40,AU,1571197269,62,-37.83,140.78,59.0,14.99
457,soure,100,PT,1571197270,87,40.06,-8.63,57.99,6.93
458,ust-kuyga,93,RU,1571197270,94,70.0,135.55,12.47,8.61
459,alice springs,75,AU,1571197271,13,-23.7,133.88,91.4,9.17
460,mokhsogollokh,71,RU,1571197271,80,61.4,128.95,27.77,4.76
461,parry sound,100,CA,1571197271,83,45.34,-80.04,51.01,1.01
462,vanderbijlpark,1,ZA,1571197272,82,-26.71,27.84,57.0,7.55
463,kovrov,3,RU,1571197272,87,56.37,41.31,31.01,3.6
464,mentougou,100,CN,1571197272,27,39.94,116.09,64.99,4.47
465,kachiry,100,KZ,1571197272,82,53.07,76.1,49.55,19.27
466,hachinohe,75,JP,1571197272,54,40.47,141.48,61.0,5.82
467,manggar,72,ID,1571197273,77,-2.88,108.27,82.49,13.96
468,akdepe,0,TM,1571197273,76,42.05,59.39,50.0,2.46
469,ermua,50,ES,1571197273,52,43.19,-2.5,66.2,11.41
470,paamiut,0,GL,1571197274,50,61.99,-49.67,35.69,8.22
471,makakilo city,20,US,1571197274,54,21.35,-158.09,86.0,8.05
472,prince rupert,90,CA,1571197275,81,54.32,-130.32,53.6,19.46
473,waterloo,100,SL,1571197275,94,8.34,-13.07,75.47,3.62
474,hofn,100,IS,1571197275,85,64.25,-15.21,49.19,32.98
475,urambo,39,TZ,1571197275,55,-5.07,32.07,71.15,3.96
476,grootfontein,36,NA,1571197276,18,-19.56,18.1,68.0,4.7
477,sulangan,16,PH,1571197276,78,11.14,123.72,83.03,15.03
478,kharan,0,PK,1571197276,22,28.58,65.42,70.79,2.89
479,issoire,0,FR,1571197277,87,45.54,3.25,48.2,11.41
480,jaciara,68,BR,1571197278,63,-15.95,-54.98,77.63,3.59
481,biak,56,ID,1571197278,79,-0.91,122.88,80.87,6.5
482,malartic,40,CA,1571197278,86,48.14,-78.13,39.2,3.19
483,koutsouras,0,GR,1571197279,76,35.03,25.95,66.0,5.99
484,nuuk,15,GL,1571197279,34,64.17,-51.74,33.8,6.93
485,touros,75,BR,1571197280,83,-5.2,-35.46,77.0,9.17
486,vilhena,98,BR,1571197280,91,-12.74,-60.15,71.15,3.57
487,sunland park,1,US,1571197280,33,31.8,-106.58,75.0,5.82
488,mackay,90,CA,1571197280,93,53.65,-115.58,35.6,3.36
489,coromandel,0,BR,1571197281,48,-18.47,-47.2,73.31,9.25
490,velikiy ustyug,6,RU,1571197281,93,60.76,46.3,30.65,6.66
491,nyborg,75,NO,1571197281,93,70.18,28.61,32.0,2.24
492,plouzane,90,FR,1571197281,100,48.38,-4.62,60.8,14.99
493,plettenberg bay,1,ZA,1571197282,61,-34.05,23.37,59.81,5.29
494,ghanzi,0,BW,1571197282,35,-21.7,21.65,67.01,11.94
495,teknaf,7,BD,1571197283,59,20.86,92.31,87.53,0.97
496,namibe,74,AO,1571197283,83,-15.19,12.15,70.61,5.18
497,pleasanton,1,US,1571197283,44,37.66,-121.87,66.99,8.05
498,pecos,1,US,1571197284,25,31.42,-103.49,73.4,16.11
499,henties bay,0,NA,1571197285,90,-22.12,14.28,61.0,3.0
500,bang rakam,20,TH,1571197285,62,16.75,100.12,89.6,3.36
501,yinchuan,0,CN,1571197285,61,38.48,106.21,47.21,3.75
502,severnoye,25,RU,1571197286,78,54.09,52.54,35.33,11.1
503,necochea,88,AR,1571197286,85,-38.55,-58.74,48.0,4.0
504,kabakovo,90,RU,1571197286,93,54.54,56.15,39.2,11.18
505,istok,36,PL,1571197286,76,52.66,23.48,55.0,8.95
506,ribas do rio pardo,84,BR,1571197287,85,-20.45,-53.76,71.33,4.76
507,galle,100,GN,1571197287,97,10.08,-12.83,70.61,2.45
508,balkanabat,0,TM,1571197287,25,39.51,54.36,58.91,6.36
509,sibolga,3,ID,1571197288,65,1.74,98.78,84.65,2.42
510,monrovia,75,LR,1571197288,94,6.33,-10.8,77.0,3.61
511,korostyshiv,10,UA,1571197288,77,50.32,29.06,51.35,8.2
512,gubkinskiy,100,RU,1571197288,92,64.43,76.5,40.01,4.69
513,mumford,46,GH,1571197289,98,5.26,-0.76,72.41,3.42
514,phan thiet,100,VN,1571197290,90,10.93,108.1,73.85,4.02
515,zhigansk,100,RU,1571197290,91,66.77,123.37,25.07,23.32
516,nome,1,US,1571197292,83,30.04,-94.42,80.01,3.36
517,albion,90,US,1571197292,65,41.69,-98.0,46.4,12.75
518,srednekolymsk,98,RU,1571197293,90,67.46,153.71,19.49,14.27
519,yekaterinoslavka,100,RU,1571197293,93,54.34,72.46,43.97,7.75
520,zolotyy potik,0,UA,1571197293,100,48.91,25.34,55.0,6.92
521,lar,0,IR,1571197293,64,27.66,54.32,68.0,2.79
522,corinto,75,CO,1571197294,94,3.17,-76.26,68.0,5.82
523,kutum,100,SD,1571197294,73,14.2,24.66,72.05,3.63
524,catemaco,100,MX,1571197294,88,18.42,-95.11,75.0,4.0
525,kosh-agach,0,RU,1571197295,48,49.99,88.66,35.15,1.85
526,zakamensk,100,RU,1571197295,39,50.38,103.29,40.19,0.9
527,portales,1,US,1571197295,47,34.19,-103.33,54.0,9.17
528,yining,100,CN,1571197296,71,29.04,114.56,56.03,3.54
529,hualmay,12,PE,1571197296,86,-11.1,-77.61,57.83,3.02
530,dongsheng,100,CN,1571197296,90,29.72,112.52,54.41,11.1
531,waipawa,100,NZ,1571197296,93,-39.94,176.59,55.0,7.0
532,guerrero negro,17,MX,1571197297,73,27.97,-114.04,68.09,12.21
533,chulman,96,RU,1571197297,90,56.84,124.9,27.41,2.05
534,alyangula,0,AU,1571197297,49,-13.85,136.42,91.4,11.41
535,zolotkovo,4,RU,1571197297,86,55.53,41.1,31.37,2.64
536,derzhavinsk,100,KZ,1571197298,78,51.1,66.31,52.79,23.84
537,nantucket,1,US,1571197298,93,41.28,-70.1,55.99,4.92
538,ust-nera,21,RU,1571197298,89,64.57,143.24,3.47,3.67
539,cervo,9,BR,1571197298,95,-22.19,-46.24,61.07,2.53
540,dabola,75,GN,1571197299,93,10.74,-11.11,69.17,2.87
541,mathbaria,0,BD,1571197299,67,22.29,89.96,83.39,4.26
542,avila,1,US,1571197299,82,38.91,-76.61,63.0,4.7
543,great bend,1,US,1571197300,60,38.36,-98.78,46.99,8.05
544,bagotville,0,AU,1571197300,61,-28.98,153.42,93.99,17.22
545,agadir,100,MA,1571197300,93,30.42,-9.58,57.2,4.7
546,pangnirtung,100,CA,1571197301,57,66.15,-65.72,31.01,3.18
547,tamandare,93,BR,1571197301,68,-8.28,-70.75,76.01,1.55
548,nishihara,75,JP,1571197301,59,35.74,139.53,69.01,5.82
549,newport,1,US,1571197301,75,41.49,-71.31,52.0,3.36
550,aquiraz,75,BR,1571197302,74,-3.9,-38.39,80.6,13.87
551,tilichiki,100,RU,1571197302,86,60.47,166.1,28.31,18.07
552,gari,100,RU,1571197302,96,59.43,62.35,36.59,10.38
553,dorado,40,PR,1571197303,83,18.46,-66.27,80.6,6.94
